id,duration,show_name,show_description,genres,episode_name,episode_description,explicit,category
99,105,My Favorite Murder with Karen Kilgariff and Georgia Hardstark,Lifelong fans of true crime stories Karen Kilgariff and Georgia Hardstark tell each other their favorite tales of murder and hear hometown crime stories from friends and fans.,"True Crime, Comedy, Books, Fiction, News",266 - Rave After Rave,"On this week's episode, Karen and Georgia cover the murder of Ruthie Mae McCoy and the life of Detective Jacklean Davis.",yes,True Crime
100,73,My Favorite Murder with Karen Kilgariff and Georgia Hardstark,Lifelong fans of true crime stories Karen Kilgariff and Georgia Hardstark tell each other their favorite tales of murder and hear hometown crime stories from friends and fans.,"True Crime, Comedy, Books, Fiction, News",265 - The Answer’s Salt,"On this week's episode, Karen and Georgia cover the survivor story of Theresa Saldana.",yes,True Crime
101,81.5,My Favorite Murder with Karen Kilgariff and Georgia Hardstark,Lifelong fans of true crime stories Karen Kilgariff and Georgia Hardstark tell each other their favorite tales of murder and hear hometown crime stories from friends and fans.,"True Crime, Comedy, Books, Fiction, News","264 - Goodbye, Sloppy Joe!","On this week’s episode, Karen and Georgia cover the murders at White House Farm.",yes,True Crime
102,103,My Favorite Murder with Karen Kilgariff and Georgia Hardstark,Lifelong fans of true crime stories Karen Kilgariff and Georgia Hardstark tell each other their favorite tales of murder and hear hometown crime stories from friends and fans.,"True Crime, Comedy, Books, Fiction, News",263 - Let Me Challenge You,"On this week’s quilt episode, Karen and Georgia cover the Brown’s Chicken Massacre and Peggy Jo Tallas.",yes,True Crime
103,73.5,Morbid: A True Crime Podcast,"Its a lighthearted nightmare in here, weirdos! Morbid is a true crime, creepy history and all things spooky podcast hosted by an autopsy technician and a hairstylist. Join us for a heavy dose of research with a dash of comedy thrown in for flavor.","True Crime, Society & Culture",Episode 169: Ian Brady & Myra Hindley AKA The Moors Murderers Part 4,"This week wraps up Alaina’s four part series on the monster/garbage people, Ian Brady and Mryra Hindley. Don’t worry, this part isn’t nearly as rough as the past few weeks. We go over Ian and Myra’s secret coded messages, take digs at the demise of their relationship and get to hear all about the end of their stupid rude lives!",yes,True Crime
104,107,Morbid: A True Crime Podcast,"Its a lighthearted nightmare in here, weirdos! Morbid is a true crime, creepy history and all things spooky podcast hosted by an autopsy technician and a hairstylist. Join us for a heavy dose of research with a dash of comedy thrown in for flavor.","True Crime, Society & Culture",Episode 168: Ian Brady & Myra Hindley AKA The Moors Murderers Part 3,"Oh man guys. Part 3 of the Moors Murderers is going to take years off your life or at least rob a small part of your soul. This week we cover the last two murders of Lesley Ann Downey and Edward Evans. Luckily this week we get the satisfaction of hearing how these two horrific beasts, Myra and Ian were brought to justice. Hold tight to those butts!",yes,True Crime
105,104,Morbid: A True Crime Podcast,"Its a lighthearted nightmare in here, weirdos! Morbid is a true crime, creepy history and all things spooky podcast hosted by an autopsy technician and a hairstylist. Join us for a heavy dose of research with a dash of comedy thrown in for flavor.","True Crime, Society & Culture",Episode 167: Ian Brady & Myra Hindley AKA The Moors Murderers Part 2,"Tonight is a tough one, guys and ghouls. Tonight we continue our Moors Murders series as we cover the brutal assaults and murders of 16 year old Pauline Reade, 12 year old John Kilbride and 12 year old Keith Bennett by true demons Ian Brady and Myra Hindley. These abductions and murders will sound like something out a horror movie but unfortunately, they are all too real for the victims' families. Brady and Hindley left a trail of chaos and shattered hearts in their paths. Listener discretion is advised.",yes,True Crime
106,103.5,Morbid: A True Crime Podcast,"Its a lighthearted nightmare in here, weirdos! Morbid is a true crime, creepy history and all things spooky podcast hosted by an autopsy technician and a hairstylist. Join us for a heavy dose of research with a dash of comedy thrown in for flavor.","True Crime, Society & Culture",Episode 166: Ian Brady & Myra Hindley AKA The Moors Murderers Part 1,"It's here. Alaina has been both anticipating and dreading this day since Morbid's conception. We all have those cases that have haunted us since we first read them, and this is one of those rare nightmares that will stay with you long after you hear it. Today Alaina covers Part 1 of The Moors Murders. Tonight, we talk about Ian Brady and Myra Hindley's lives before they met each other, we look into their fateful meeting and their toxic relationship and we hate on them, hard. Part 2 and Part 3 will follow in succession. This case is a doozy.",yes,True Crime
107,71.5,Morbid: A True Crime Podcast,"Its a lighthearted nightmare in here, weirdos! Morbid is a true crime, creepy history and all things spooky podcast hosted by an autopsy technician and a hairstylist. Join us for a heavy dose of research with a dash of comedy thrown in for flavor.","True Crime, Society & Culture",Episode 165: The Gruesome Murder of Brenda Sue Schaefer Part 3,"The conclusion to our three part series on Brenda Schaefer’s murder is here. What goes down during the ice cream sting? Is Mary Ann Shore able to get Mel Ignatow to confess what really happened? There’s a lot to unpack here and that’s where we’ll start. This is going to be a wild, karma-filled ride with a twist and a half for an ending.",yes,True Crime
108,84.5,Morbid: A True Crime Podcast,"Its a lighthearted nightmare in here, weirdos! Morbid is a true crime, creepy history and all things spooky podcast hosted by an autopsy technician and a hairstylist. Join us for a heavy dose of research with a dash of comedy thrown in for flavor.","True Crime, Society & Culture",Episode 164: The Twilight Murders,"You’re gonna want to securely hold onto your butt for this one. Alainas breaking down the twilight murders, yes you read that right. Kim Edwards and Lucas Markham planned out the murder of Kim’s own Mother and sister and carried out the plan on the evening of April 13, 2016. The details of this case are brutal, gut wrenching and plain awful. Again, hold onto those bootys.",yes,True Crime
109,41,Dateline NBC,"Current and classic episodes, featuring compelling true-crime mysteries, powerful documentaries and in-depth investigations.  ","True Crime, News, Society & Culture",A Story of Poison,"In this Dateline classic, lawyer Larry McNabney, had money, a successful practice and a beautiful wife. But Larry also struggled with alcohol that sometimes caused him to disappear for days on end. When days stretched into weeks and no one heard from him, people began to worry. Keith Morrison reports.",no,True Crime
110,43,Dateline NBC,"Current and classic episodes, featuring compelling true-crime mysteries, powerful documentaries and in-depth investigations.  ","True Crime, News, Society & Culture",Return to Poplar River,"In this Dateline classic, the small town of Poplar, Montana is shaken when police find the battered body of 17-year-old Kim Nees on the outskirts of town. Keith Morrison reports.",no,True Crime
111,82,Dateline NBC,"Current and classic episodes, featuring compelling true-crime mysteries, powerful documentaries and in-depth investigations.  ","True Crime, News, Society & Culture",Mommy Doomsday,"Exclusive new interviews and details on the deaths surrounding Chad and Lori Vallow Daybell, a case Keith Morrison has been on since it drew national attention after Lori’s children disappeared.",no,True Crime
